date,open,high,low,close,volume,average,barCount
2022-12-29 19:50:00+01:00,3852.43,3853.39,3851.36,3853.39,0.0,0.0,269
2022-12-29 19:55:00+01:00,3853.38,3854.4,3851.63,3853.98,0.0,0.0,267
2022-12-29 20:00:00+01:00,3853.97,3857.26,3853.89,3856.64,0.0,0.0,261
2022-12-29 20:05:00+01:00,3856.63,3858.19,3854.05,3854.85,0.0,0.0,259
2022-12-29 20:10:00+01:00,3854.83,3855.51,3852.8,3853.33,0.0,0.0,262
2022-12-29 20:15:00+01:00,3853.39,3854.89,3852.76,3854.62,0.0,0.0,257
2022-12-29 20:20:00+01:00,3854.57,3854.95,3853.28,3854.36,0.0,0.0,251
2022-12-29 20:25:00+01:00,3854.35,3854.75,3851.45,3851.5,0.0,0.0,267
2022-12-29 20:30:00+01:00,3851.45,3853.0,3849.99,3852.42,0.0,0.0,258
2022-12-29 20:35:00+01:00,3852.41,3853.52,3851.85,3853.28,0.0,0.0,256
2022-12-29 20:40:00+01:00,3853.24,3855.66,3852.94,3854.66,0.0,0.0,260
2022-12-29 20:45:00+01:00,3854.7,3854.91,3853.1,3853.42,0.0,0.0,260
2022-12-29 20:50:00+01:00,3853.43,3853.68,3851.15,3851.21,0.0,0.0,267
2022-12-29 20:55:00+01:00,3851.19,3851.52,3850.1,3850.56,0.0,0.0,260
2022-12-29 21:00:00+01:00,3850.58,3853.48,3850.12,3853.42,0.0,0.0,264
2022-12-29 21:05:00+01:00,3853.35,3854.09,3851.52,3852.79,0.0,0.0,262
2022-12-29 21:10:00+01:00,3852.82,3852.83,3849.41,3850.32,0.0,0.0,269
2022-12-29 21:15:00+01:00,3850.2,3850.34,3847.47,3848.75,0.0,0.0,271
2022-12-29 21:20:00+01:00,3848.77,3850.89,3848.0,3850.22,0.0,0.0,262
2022-12-29 21:25:00+01:00,3850.12,3851.53,3848.83,3849.66,0.0,0.0,266
2022-12-29 21:30:00+01:00,3849.67,3852.5,3849.56,3852.17,0.0,0.0,277
2022-12-29 21:35:00+01:00,3852.18,3852.99,3849.82,3850.67,0.0,0.0,278
2022-12-29 21:40:00+01:00,3850.7,3852.49,3849.66,3852.48,0.0,0.0,271
2022-12-29 21:45:00+01:00,3852.47,3854.05,3851.57,3854.0,0.0,0.0,274
2022-12-29 21:50:00+01:00,3853.76,3855.2,3851.8,3853.58,0.0,0.0,282
2022-12-29 21:55:00+01:00,3853.57,3853.57,3847.55,3848.69,0.0,0.0,283
2022-12-30 15:30:00+01:00,3829.06,3829.76,3817.2,3828.98,0.0,0.0,294
2022-12-30 15:35:00+01:00,3828.65,3830.02,3826.63,3826.63,0.0,0.0,284
2022-12-30 15:40:00+01:00,3826.51,3826.51,3818.5,3824.39,0.0,0.0,292
2022-12-30 15:45:00+01:00,3824.25,3824.25,3806.88,3807.37,0.0,0.0,297
2022-12-30 15:50:00+01:00,3807.51,3814.86,3807.24,3814.04,0.0,0.0,292
2022-12-30 15:55:00+01:00,3814.03,3818.63,3811.55,3818.57,0.0,0.0,287
2022-12-30 16:00:00+01:00,3819.43,3819.91,3815.26,3817.01,0.0,0.0,285
2022-12-30 16:05:00+01:00,3816.95,3816.98,3811.88,3812.84,0.0,0.0,289
2022-12-30 16:10:00+01:00,3812.81,3818.28,3812.81,3818.07,0.0,0.0,274
2022-12-30 16:15:00+01:00,3818.08,3826.58,3816.99,3826.52,0.0,0.0,281
2022-12-30 16:20:00+01:00,3826.48,3827.57,3824.07,3826.19,0.0,0.0,287
2022-12-30 16:25:00+01:00,3826.34,3826.9,3821.89,3823.12,0.0,0.0,285
2022-12-30 16:30:00+01:00,3823.16,3823.16,3818.86,3821.75,0.0,0.0,274
2022-12-30 16:35:00+01:00,3821.71,3823.71,3820.49,3821.7,0.0,0.0,277
2022-12-30 16:40:00+01:00,3821.6,3822.88,3819.3,3821.45,0.0,0.0,282
2022-12-30 16:45:00+01:00,3821.43,3829.96,3820.98,3829.42,0.0,0.0,275
2022-12-30 16:50:00+01:00,3829.31,3829.31,3821.64,3821.68,0.0,0.0,279
2022-12-30 16:55:00+01:00,3821.66,3822.26,3817.69,3819.22,0.0,0.0,274
2022-12-30 17:00:00+01:00,3819.16,3819.98,3817.4,3819.39,0.0,0.0,268
2022-12-30 17:05:00+01:00,3819.49,3820.99,3819.09,3820.95,0.0,0.0,284
2022-12-30 17:10:00+01:00,3820.92,3821.53,3816.1,3816.83,0.0,0.0,276
2022-12-30 17:15:00+01:00,3816.8,3817.56,3814.4,3815.14,0.0,0.0,275
2022-12-30 17:20:00+01:00,3815.3,3815.3,3812.64,3813.38,0.0,0.0,271
2022-12-30 17:25:00+01:00,3813.37,3814.21,3812.28,3813.53,0.0,0.0,267
2022-12-30 17:30:00+01:00,3813.59,3818.57,3812.16,3818.28,0.0,0.0,271
2022-12-30 17:35:00+01:00,3818.26,3820.45,3817.36,3819.65,0.0,0.0,282
2022-12-30 17:40:00+01:00,3819.67,3819.89,3817.6,3817.75,0.0,0.0,259
2022-12-30 17:45:00+01:00,3817.74,3819.22,3817.3,3817.88,0.0,0.0,264
2022-12-30 17:50:00+01:00,3817.96,3818.89,3817.58,3818.44,0.0,0.0,264
2022-12-30 17:55:00+01:00,3818.43,3822.83,3817.26,3822.26,0.0,0.0,262
2022-12-30 18:00:00+01:00,3822.23,3823.1,3821.07,3821.34,0.0,0.0,265
2022-12-30 18:05:00+01:00,3821.3,3821.3,3819.76,3820.62,0.0,0.0,256
2022-12-30 18:10:00+01:00,3820.61,3822.84,3819.11,3819.94,0.0,0.0,261
2022-12-30 18:15:00+01:00,3819.92,3823.11,3819.92,3821.95,0.0,0.0,273
2022-12-30 18:20:00+01:00,3821.9,3823.92,3821.28,3823.63,0.0,0.0,266
2022-12-30 18:25:00+01:00,3823.65,3823.84,3821.5,3822.45,0.0,0.0,269
2022-12-30 18:30:00+01:00,3822.44,3824.12,3821.93,3823.9,0.0,0.0,259
2022-12-30 18:35:00+01:00,3823.87,3825.41,3821.67,3821.75,0.0,0.0,253
2022-12-30 18:40:00+01:00,3821.77,3822.91,3821.05,3822.06,0.0,0.0,253
2022-12-30 18:45:00+01:00,3822.08,3823.69,3821.41,3821.86,0.0,0.0,269
2022-12-30 18:50:00+01:00,3821.91,3823.46,3819.84,3819.86,0.0,0.0,258
2022-12-30 18:55:00+01:00,3819.83,3823.65,3819.1,3823.65,0.0,0.0,262
2022-12-30 19:00:00+01:00,3824.0,3824.04,3820.61,3822.05,0.0,0.0,276
2022-12-30 19:05:00+01:00,3822.02,3822.06,3820.34,3820.92,0.0,0.0,275
2022-12-30 19:10:00+01:00,3820.82,3821.33,3819.72,3820.23,0.0,0.0,264
2022-12-30 19:15:00+01:00,3820.31,3820.43,3814.49,3814.7,0.0,0.0,266
2022-12-30 19:20:00+01:00,3814.73,3814.73,3804.55,3805.02,0.0,0.0,281
2022-12-30 19:25:00+01:00,3805.03,3808.04,3800.34,3807.9,0.0,0.0,281
2022-12-30 19:30:00+01:00,3807.92,3812.79,3807.53,3812.63,0.0,0.0,276
2022-12-30 19:35:00+01:00,3812.64,3814.8,3811.78,3812.17,0.0,0.0,266
2022-12-30 19:40:00+01:00,3812.19,3812.2,3809.44,3810.92,0.0,0.0,261
2022-12-30 19:45:00+01:00,3810.89,3811.19,3808.25,3809.13,0.0,0.0,267
2022-12-30 19:50:00+01:00,3809.08,3810.63,3807.92,3810.58,0.0,0.0,257
2022-12-30 19:55:00+01:00,3810.61,3810.61,3807.93,3808.51,0.0,0.0,266
2022-12-30 20:00:00+01:00,3808.47,3809.62,3804.98,3805.1,0.0,0.0,262
2022-12-30 20:05:00+01:00,3805.02,3805.62,3802.84,3802.95,0.0,0.0,268
2022-12-30 20:10:00+01:00,3802.98,3804.96,3801.87,3803.97,0.0,0.0,262
2022-12-30 20:15:00+01:00,3803.64,3803.68,3801.44,3803.43,0.0,0.0,265
2022-12-30 20:20:00+01:00,3803.41,3804.02,3802.15,3803.09,0.0,0.0,255
2022-12-30 20:25:00+01:00,3803.14,3806.92,3802.63,3806.26,0.0,0.0,264
2022-12-30 20:30:00+01:00,3806.31,3808.69,3805.99,3808.09,0.0,0.0,257
2022-12-30 20:35:00+01:00,3808.14,3808.28,3805.38,3806.57,0.0,0.0,266
2022-12-30 20:40:00+01:00,3806.54,3806.54,3804.5,3805.68,0.0,0.0,258
2022-12-30 20:45:00+01:00,3805.59,3806.67,3802.2,3802.73,0.0,0.0,253
2022-12-30 20:50:00+01:00,3802.67,3807.47,3802.63,3806.22,0.0,0.0,256
2022-12-30 20:55:00+01:00,3806.23,3806.78,3803.77,3805.66,0.0,0.0,253
2022-12-30 21:00:00+01:00,3805.54,3813.15,3805.51,3811.44,0.0,0.0,267
2022-12-30 21:05:00+01:00,3811.42,3814.13,3810.57,3813.42,0.0,0.0,271
2022-12-30 21:10:00+01:00,3813.41,3820.78,3813.03,3819.66,0.0,0.0,278
2022-12-30 21:15:00+01:00,3820.13,3824.3,3820.04,3820.53,0.0,0.0,276
2022-12-30 21:20:00+01:00,3820.49,3822.54,3819.32,3820.07,0.0,0.0,272
2022-12-30 21:25:00+01:00,3820.05,3820.16,3817.37,3818.01,0.0,0.0,271
2022-12-30 21:30:00+01:00,3817.97,3824.98,3817.11,3824.71,0.0,0.0,274
2022-12-30 21:35:00+01:00,3824.76,3825.55,3822.9,3825.06,0.0,0.0,278
2022-12-30 21:40:00+01:00,3825.08,3827.46,3824.0,3825.95,0.0,0.0,274
2022-12-30 21:45:00+01:00,3825.96,3834.26,3825.69,3834.26,0.0,0.0,274
2022-12-30 21:50:00+01:00,3834.22,3838.48,3834.22,3838.41,0.0,0.0,285
2022-12-30 21:55:00+01:00,3838.49,3839.85,3835.85,3839.85,0.0,0.0,291
2023-01-03 15:30:00+01:00,3853.29,3865.95,3851.77,3860.62,0.0,0.0,290
2023-01-03 15:35:00+01:00,3860.76,3868.78,3858.9,3867.91,0.0,0.0,297
2023-01-03 15:40:00+01:00,3868.1,3878.46,3867.28,3868.23,0.0,0.0,293
2023-01-03 15:45:00+01:00,3868.38,3869.29,3846.04,3849.8,0.0,0.0,292
2023-01-03 15:50:00+01:00,3849.83,3853.92,3841.3,3843.62,0.0,0.0,289
2023-01-03 15:55:00+01:00,3843.63,3845.38,3831.68,3831.87,0.0,0.0,291
2023-01-03 16:00:00+01:00,3831.92,3840.27,3831.92,3836.02,0.0,0.0,290
2023-01-03 16:05:00+01:00,3836.08,3837.97,3833.36,3834.86,0.0,0.0,292
2023-01-03 16:10:00+01:00,3834.72,3834.76,3824.92,3826.27,0.0,0.0,288
2023-01-03 16:15:00+01:00,3826.47,3828.13,3817.91,3817.91,0.0,0.0,293
2023-01-03 16:20:00+01:00,3817.89,3824.02,3817.23,3823.52,0.0,0.0,286
2023-01-03 16:25:00+01:00,3823.4,3823.57,3819.76,3823.18,0.0,0.0,280
2023-01-03 16:30:00+01:00,3823.65,3823.65,3816.7,3821.02,0.0,0.0,284
2023-01-03 16:35:00+01:00,3821.0,3825.53,3820.81,3824.28,0.0,0.0,281
2023-01-03 16:40:00+01:00,3824.5,3828.45,3824.5,3825.82,0.0,0.0,281
2023-01-03 16:45:00+01:00,3825.81,3831.34,3825.81,3829.22,0.0,0.0,285
2023-01-03 16:50:00+01:00,3829.08,3829.4,3824.52,3824.66,0.0,0.0,280
2023-01-03 16:55:00+01:00,3824.64,3835.27,3824.64,3835.06,0.0,0.0,287
2023-01-03 17:00:00+01:00,3835.13,3837.61,3831.24,3831.28,0.0,0.0,281
2023-01-03 17:05:00+01:00,3831.32,3831.58,3822.75,3822.75,0.0,0.0,288
2023-01-03 17:10:00+01:00,3822.83,3823.18,3810.69,3811.09,0.0,0.0,273
2023-01-03 17:15:00+01:00,3811.51,3815.67,3810.89,3814.82,0.0,0.0,282
2023-01-03 17:20:00+01:00,3814.79,3818.53,3811.75,3816.23,0.0,0.0,284
2023-01-03 17:25:00+01:00,3816.15,3816.33,3810.22,3815.54,0.0,0.0,288
2023-01-03 17:30:00+01:00,3815.47,3815.47,3806.0,3809.52,0.0,0.0,278
2023-01-03 17:35:00+01:00,3809.57,3812.13,3808.34,3811.31,0.0,0.0,270
2023-01-03 17:40:00+01:00,3811.33,3811.64,3806.15,3806.15,0.0,0.0,280
2023-01-03 17:45:00+01:00,3805.96,3806.35,3802.94,3805.5,0.0,0.0,282
2023-01-03 17:50:00+01:00,3805.53,3807.44,3802.54,3804.44,0.0,0.0,284
2023-01-03 17:55:00+01:00,3804.53,3806.73,3802.0,3805.61,0.0,0.0,279
2023-01-03 18:00:00+01:00,3805.65,3806.77,3803.81,3804.52,0.0,0.0,274
2023-01-03 18:05:00+01:00,3804.5,3810.59,3803.67,3809.19,0.0,0.0,275
2023-01-03 18:10:00+01:00,3809.17,3811.41,3807.95,3810.61,0.0,0.0,266
2023-01-03 18:15:00+01:00,3810.54,3810.54,3805.54,3806.6,0.0,0.0,279
2023-01-03 18:20:00+01:00,3806.59,3808.77,3800.21,3800.89,0.0,0.0,273
2023-01-03 18:25:00+01:00,3800.98,3805.13,3800.84,3804.17,0.0,0.0,265
2023-01-03 18:30:00+01:00,3804.24,3813.95,3803.77,3813.08,0.0,0.0,276
2023-01-03 18:35:00+01:00,3813.02,3813.68,3809.38,3809.56,0.0,0.0,273
2023-01-03 18:40:00+01:00,3809.54,3809.65,3802.76,3803.48,0.0,0.0,275
2023-01-03 18:45:00+01:00,3803.39,3803.39,3794.33,3796.18,0.0,0.0,283
2023-01-03 18:50:00+01:00,3796.17,3797.69,3795.8,3796.87,0.0,0.0,266
2023-01-03 18:55:00+01:00,3796.8,3802.92,3795.1,3801.12,0.0,0.0,278
2023-01-03 19:00:00+01:00,3801.16,3802.15,3798.7,3801.62,0.0,0.0,260
2023-01-03 19:05:00+01:00,3801.63,3801.72,3799.59,3800.53,0.0,0.0,262
2023-01-03 19:10:00+01:00,3800.48,3804.04,3799.59,3799.73,0.0,0.0,272
2023-01-03 19:15:00+01:00,3799.75,3801.08,3799.1,3799.89,0.0,0.0,265
2023-01-03 19:20:00+01:00,3799.9,3801.97,3798.56,3800.98,0.0,0.0,263
2023-01-03 19:25:00+01:00,3800.96,3810.86,3800.94,3810.05,0.0,0.0,274
2023-01-03 19:30:00+01:00,3810.1,3810.35,3807.39,3807.5,0.0,0.0,274
2023-01-03 19:35:00+01:00,3807.47,3810.69,3806.63,3806.78,0.0,0.0,279
2023-01-03 19:40:00+01:00,3806.76,3811.64,3806.76,3808.59,0.0,0.0,276
2023-01-03 19:45:00+01:00,3808.6,3808.6,3805.3,3807.95,0.0,0.0,281
2023-01-03 19:50:00+01:00,3807.96,3813.51,3806.95,3812.38,0.0,0.0,272
2023-01-03 19:55:00+01:00,3812.36,3814.03,3811.35,3813.28,0.0,0.0,263
2023-01-03 20:00:00+01:00,3813.33,3815.97,3809.18,3810.51,0.0,0.0,278
2023-01-03 20:05:00+01:00,3810.48,3812.13,3808.98,3811.24,0.0,0.0,271
2023-01-03 20:10:00+01:00,3811.31,3811.43,3805.21,3807.81,0.0,0.0,272
2023-01-03 20:15:00+01:00,3807.82,3810.84,3807.19,3807.61,0.0,0.0,271
2023-01-03 20:20:00+01:00,3807.57,3808.8,3804.09,3804.42,0.0,0.0,278
2023-01-03 20:25:00+01:00,3804.49,3805.59,3803.34,3804.98,0.0,0.0,267
2023-01-03 20:30:00+01:00,3805.01,3805.43,3796.54,3798.12,0.0,0.0,276
2023-01-03 20:35:00+01:00,3798.21,3799.46,3797.62,3798.68,0.0,0.0,275
2023-01-03 20:40:00+01:00,3798.7,3808.88,3798.51,3808.84,0.0,0.0,276
2023-01-03 20:45:00+01:00,3808.94,3821.35,3808.72,3819.64,0.0,0.0,282
2023-01-03 20:50:00+01:00,3819.66,3820.01,3813.66,3815.0,0.0,0.0,280
2023-01-03 20:55:00+01:00,3815.05,3819.2,3812.62,3814.99,0.0,0.0,278
2023-01-03 21:00:00+01:00,3815.1,3820.91,3814.1,3817.13,0.0,0.0,280
2023-01-03 21:05:00+01:00,3817.14,3818.58,3814.08,3814.44,0.0,0.0,276
2023-01-03 21:10:00+01:00,3814.62,3821.0,3814.62,3820.74,0.0,0.0,274
2023-01-03 21:15:00+01:00,3820.72,3825.42,3820.72,3822.19,0.0,0.0,277
2023-01-03 21:20:00+01:00,3821.99,3821.99,3813.84,3814.33,0.0,0.0,281
2023-01-03 21:25:00+01:00,3814.27,3818.69,3814.27,3818.55,0.0,0.0,275
2023-01-03 21:30:00+01:00,3818.54,3824.76,3818.43,3823.72,0.0,0.0,283
2023-01-03 21:35:00+01:00,3823.64,3825.22,3820.03,3821.16,0.0,0.0,282
2023-01-03 21:40:00+01:00,3821.15,3823.78,3819.28,3820.89,0.0,0.0,282
2023-01-03 21:45:00+01:00,3820.76,3824.34,3818.93,3822.96,0.0,0.0,269
2023-01-03 21:50:00+01:00,3823.23,3826.85,3821.1,3825.77,0.0,0.0,282
2023-01-03 21:55:00+01:00,3825.32,3826.14,3822.26,3824.07,0.0,0.0,285
2023-01-04 15:30:00+01:00,3840.36,3844.75,3833.65,3838.32,0.0,0.0,293
2023-01-04 15:35:00+01:00,3838.36,3851.3,3838.36,3846.66,0.0,0.0,295
2023-01-04 15:40:00+01:00,3846.49,3855.75,3840.17,3840.87,0.0,0.0,297
2023-01-04 15:45:00+01:00,3840.77,3843.89,3837.31,3841.27,0.0,0.0,289
2023-01-04 15:50:00+01:00,3841.41,3846.03,3839.86,3843.01,0.0,0.0,288
2023-01-04 15:55:00+01:00,3843.16,3846.81,3841.31,3846.37,0.0,0.0,288
2023-01-04 16:00:00+01:00,3846.77,3855.05,3828.86,3829.43,0.0,0.0,300
2023-01-04 16:05:00+01:00,3829.71,3832.71,3820.99,3823.75,0.0,0.0,292
2023-01-04 16:10:00+01:00,3823.82,3823.85,3815.77,3823.76,0.0,0.0,285
2023-01-04 16:15:00+01:00,3823.58,3828.87,3822.44,3826.99,0.0,0.0,294
2023-01-04 16:20:00+01:00,3827.03,3829.4,3821.35,3825.95,0.0,0.0,296
2023-01-04 16:25:00+01:00,3825.76,3830.44,3821.76,3830.44,0.0,0.0,283
2023-01-04 16:30:00+01:00,3830.5,3830.68,3823.61,3828.39,0.0,0.0,288
2023-01-04 16:35:00+01:00,3828.32,3831.15,3826.79,3827.43,0.0,0.0,289
2023-01-04 16:40:00+01:00,3827.47,3836.57,3825.27,3836.41,0.0,0.0,286
2023-01-04 16:45:00+01:00,3836.35,3842.67,3836.35,3841.8,0.0,0.0,288
2023-01-04 16:50:00+01:00,3841.92,3842.34,3839.18,3840.6,0.0,0.0,285
2023-01-04 16:55:00+01:00,3840.87,3843.78,3839.38,3843.54,0.0,0.0,287
2023-01-04 17:00:00+01:00,3843.81,3844.93,3840.03,3840.09,0.0,0.0,285
2023-01-04 17:05:00+01:00,3839.96,3843.54,3838.63,3842.73,0.0,0.0,277
2023-01-04 17:10:00+01:00,3842.71,3848.95,3842.47,3848.95,0.0,0.0,277
2023-01-04 17:15:00+01:00,3848.99,3850.25,3847.05,3848.02,0.0,0.0,283
2023-01-04 17:20:00+01:00,3848.03,3848.54,3846.2,3846.79,0.0,0.0,275
2023-01-04 17:25:00+01:00,3846.78,3851.06,3845.84,3850.49,0.0,0.0,275
2023-01-04 17:30:00+01:00,3850.51,3862.48,3850.51,3861.64,0.0,0.0,288
2023-01-04 17:35:00+01:00,3861.6,3867.33,3861.6,3866.81,0.0,0.0,287
2023-01-04 17:40:00+01:00,3866.59,3868.56,3866.48,3868.13,0.0,0.0,281
2023-01-04 17:45:00+01:00,3867.98,3868.7,3865.4,3867.79,0.0,0.0,278
2023-01-04 17:50:00+01:00,3867.81,3870.66,3867.2,3869.71,0.0,0.0,288
2023-01-04 17:55:00+01:00,3869.76,3873.16,3869.76,3870.02,0.0,0.0,273
2023-01-04 18:00:00+01:00,3870.06,3871.0,3868.11,3868.99,0.0,0.0,284
2023-01-04 18:05:00+01:00,3868.94,3868.99,3866.3,3867.26,0.0,0.0,270
2023-01-04 18:10:00+01:00,3867.21,3868.69,3866.53,3866.57,0.0,0.0,271
2023-01-04 18:15:00+01:00,3866.66,3869.15,3866.39,3868.47,0.0,0.0,278
2023-01-04 18:20:00+01:00,3868.42,3870.85,3866.95,3870.29,0.0,0.0,270
2023-01-04 18:25:00+01:00,3870.36,3870.47,3866.65,3866.8,0.0,0.0,280
2023-01-04 18:30:00+01:00,3866.79,3871.09,3866.79,3870.04,0.0,0.0,275
2023-01-04 18:35:00+01:00,3869.97,3871.41,3868.94,3870.81,0.0,0.0,278
2023-01-04 18:40:00+01:00,3870.82,3871.75,3870.18,3871.36,0.0,0.0,273
2023-01-04 18:45:00+01:00,3871.39,3871.48,3867.96,3868.61,0.0,0.0,273
2023-01-04 18:50:00+01:00,3868.78,3869.5,3864.77,3866.12,0.0,0.0,275
2023-01-04 18:55:00+01:00,3866.07,3866.07,3858.52,3858.52,0.0,0.0,275
2023-01-04 19:00:00+01:00,3858.47,3858.51,3852.08,3855.88,0.0,0.0,284
2023-01-04 19:05:00+01:00,3855.87,3857.36,3855.02,3857.36,0.0,0.0,268
2023-01-04 19:10:00+01:00,3857.35,3860.08,3857.25,3860.08,0.0,0.0,263
2023-01-04 19:15:00+01:00,3860.03,3865.09,3859.87,3864.81,0.0,0.0,262
2023-01-04 19:20:00+01:00,3864.8,3865.38,3863.87,3864.71,0.0,0.0,258
2023-01-04 19:25:00+01:00,3864.73,3865.39,3863.18,3863.23,0.0,0.0,269
2023-01-04 19:30:00+01:00,3863.25,3865.1,3863.21,3864.97,0.0,0.0,272
2023-01-04 19:35:00+01:00,3864.95,3867.75,3864.6,3867.03,0.0,0.0,272
2023-01-04 19:40:00+01:00,3867.02,3867.33,3864.62,3865.09,0.0,0.0,264
2023-01-04 19:45:00+01:00,3865.08,3865.18,3860.67,3863.03,0.0,0.0,264
2023-01-04 19:50:00+01:00,3863.02,3864.04,3862.86,3863.18,0.0,0.0,267
2023-01-04 19:55:00+01:00,3863.14,3863.14,3857.62,3857.75,0.0,0.0,269
2023-01-04 20:00:00+01:00,3857.39,3868.71,3839.72,3849.57,0.0,0.0,297
2023-01-04 20:05:00+01:00,3848.92,3858.25,3843.89,3844.09,0.0,0.0,296
2023-01-04 20:10:00+01:00,3844.53,3849.38,3841.71,3849.38,0.0,0.0,290
2023-01-04 20:15:00+01:00,3849.31,3860.58,3849.25,3859.39,0.0,0.0,289
2023-01-04 20:20:00+01:00,3859.3,3859.3,3844.33,3846.28,0.0,0.0,291
2023-01-04 20:25:00+01:00,3846.25,3846.33,3827.94,3829.4,0.0,0.0,295
2023-01-04 20:30:00+01:00,3829.44,3835.05,3827.16,3834.34,0.0,0.0,290
2023-01-04 20:35:00+01:00,3834.29,3836.39,3832.22,3834.58,0.0,0.0,286
2023-01-04 20:40:00+01:00,3834.18,3841.33,3831.68,3835.83,0.0,0.0,280
